id_plato,nombre,descripcion,precio,id_categoria
376,Brownie con Helado de Vainilla Fusion,"Una variacion de nuestro plato 'Brownie con Helado de Vainilla'. Pastelito de chocolate denso y caliente, servido con una bola de helado de vainilla.",12.78,3
377,Lomo Saltado Rustico,"Una variacion de nuestro plato 'Lomo Saltado'. Tiras de lomo de res salteadas con cebolla, tomate, papas fritas y servido con arroz.",23.11,2
378,Carpaccio de Res con Hongos,"Una variacion de nuestro plato 'Carpaccio de Res'. Finas laminas de carne de res cruda con alcaparras, parmesano y aceite de oliva.",18.98,1
379,Provoleta a la Parrilla con Camarones,"Una variacion de nuestro plato 'Provoleta a la Parrilla'. Queso provolone a la parrilla con oregano y un toque de aceite de oliva.",14.28,1
380,Alitas de Pollo BBQ del Chef,"Una variacion de nuestro plato 'Alitas de Pollo BBQ'. Alitas de pollo fritas y banadas en salsa barbacoa.",16.63,1
381,Ensalada Caprese con Hongos,"Una variacion de nuestro plato 'Ensalada Caprese'. Rodajas de tomate y mozzarella fresca con hojas de albahaca y aceite balsamico.",15.19,1
382,Cochinillo Asado con Camarones,"Una variacion de nuestro plato 'Cochinillo Asado'. Cochinillo tierno y crujiente asado lentamente.",43.33,2
383,Tacos al Pastor con Hongos,"Una variacion de nuestro plato 'Tacos al Pastor'. Carne de cerdo marinada cocinada en un trompo, servida en tortillas de maiz con pina.",21.13,2
384,Fettuccine Alfredo con Pollo Fusion,"Una variacion de nuestro plato 'Fettuccine Alfredo con Pollo'. Pasta fettuccine en una rica salsa de crema y queso parmesano con pollo a la parrilla.",20.50,2
385,Tostadas de Tinga de Pollo con Camarones,"Una variacion de nuestro plato 'Tostadas de Tinga de Pollo'. Tostadas crujientes con pollo deshebrado en salsa de chipotle.",12.42,1
386,Milanesa a la Napolitana del Chef,"Una variacion de nuestro plato 'Milanesa a la Napolitana'. Filete de res empanizado, cubierto con salsa de tomate, jamon y queso mozzarella.",27.05,2
387,Pescado a la Talla Fusion,"Una variacion de nuestro plato 'Pescado a la Talla'. Pescado entero marinado con adobo rojo y verde, asado a las brasas.",29.62,2
388,Pad Thai con Camarones,"Una variacion de nuestro plato 'Pad Thai'. Fideos de arroz salteados con camarones o pollo, tofu, brotes de soja y mani.",19.89,2
389,Satay de Pollo con Camarones,"Una variacion de nuestro plato 'Satay de Pollo'. Brochetas de pollo marinado y a la parrilla, servidas con salsa de mani.",13.43,1
390,Ramen de Cerdo (Tonkotsu) con Camarones,"Una variacion de nuestro plato 'Ramen de Cerdo (Tonkotsu)'. Sopa de fideos japonesa con caldo de cerdo, chashu, huevo marinado y nori.",25.92,2
391,Pulpo a la Gallega del Chef,"Una variacion de nuestro plato 'Pulpo a la Gallega'. Pulpo cocido con papas, pimenton y aceite de oliva.",27.00,1
392,Risotto de Champinones con Camarones,"Una variacion de nuestro plato 'Risotto de Champinones'. Arroz arboreo cremoso cocinado con champinones frescos y parmesano.",26.13,2
393,Guacamole con Totopos con Camarones,"Una variacion de nuestro plato 'Guacamole con Totopos'. Aguacate machacado con cebolla, cilantro, tomate y chile, servido con chips de maiz.",10.66,1
394,Costillas de Cerdo en Salsa BBQ con Camarones,"Una variacion de nuestro plato 'Costillas de Cerdo en Salsa BBQ'. Costillar de cerdo horneado lentamente y banado en salsa barbacoa.",32.22,2
395,Sopa de Tortilla con Camarones,"Una variacion de nuestro plato 'Sopa de Tortilla'. Caldo de tomate con tiras de tortilla frita, aguacate, queso y crema.",13.20,1
396,Goulash Hungaro con Camarones,"Una variacion de nuestro plato 'Goulash Hungaro'. Estofado de carne de res con pimenton, servido con noquis o pan.",24.18,2
397,Bife de Chorizo con Chimichurri del Chef,"Una variacion de nuestro plato 'Bife de Chorizo con Chimichurri'. Corte de carne de res a la parrilla servido con salsa chimichurri.",37.40,2
398,Empanadas de Carne con Camarones,"Una variacion de nuestro plato 'Empanadas de Carne'. Masa rellena de carne molida sazonada, horneada o frita.",11.33,1
399,Spaghetti alla Carbonara con Camarones,"Una variacion de nuestro plato 'Spaghetti alla Carbonara'. Pasta con huevo, queso pecorino, panceta y pimienta negra.",20.52,2
400,Paella Valenciana con Camarones,"Una variacion de nuestro plato 'Paella Valenciana'. Arroz con azafran, pollo, conejo, judias verdes y garrofon.",34.07,2
401,Queso Fundido con Chorizo con Camarones,"Una variacion de nuestro plato 'Queso Fundido con Chorizo'. Mezcla de quesos derretidos con chorizo, servido con tortillas.",15.42,1
402,Nachos Supremos con Camarones,"Una variacion de nuestro plato 'Nachos Supremos'. Totopos cubiertos con queso, frijoles, carne, guacamole, crema y jalapenos.",19.82,1
403,Pato a la Naranja del Chef,"Una variacion de nuestro plato 'Pato a la Naranja'. Pato asado con una salsa agridulce de naranja.",33.68,2
404,Salmon a la Plancha con Verduras con Camarones,"Una variacion de nuestro plato 'Salmon a la Plancha con Verduras'. Filete de salmon a la plancha con esparragos y brocoli al vapor.",27.02,2
405,Mole Poblano con Pollo con Camarones,"Una variacion de nuestro plato 'Mole Poblano con Pollo'. Piezas de pollo banadas en una compleja salsa de chiles, especias y chocolate.",23.14,2
406,Ceviche de Pescado Clasico con Camarones,"Una variacion de nuestro plato 'Ceviche de Pescado Clasico'. Trozos de pescado fresco marinados en jugo de limon con cebolla morada y cilantro.",21.14,1
407,Lasagna Bolognesa con Camarones,"Una variacion de nuestro plato 'Lasagna Bolognesa'. Capas de pasta con salsa bolonesa, bechamel y queso parmesano, horneada.",24.18,2
408,Tiramisu con Camarones,"Una variacion de nuestro plato 'Tiramisu'. Postre italiano de capas de bizcochos de soletilla mojados en cafe, crema de mascarpone y cacao.",12.44,3
409,Churrasco Brasileno del Chef,"Una variacion de nuestro plato 'Churrasco Brasileno'. Seleccion de carnes a la espada servidas en la mesa.",47.53,5
410,Pollo al Curry con Arroz Basmati del Chef,"Una variacion de nuestro plato 'Pollo al Curry con Arroz Basmati'. Trozos de pollo en una cremosa salsa de curry, servido con arroz basmati.",23.97,5
411,Cazuela de Mariscos del Chef,"Una variacion de nuestro plato 'Cazuela de Mariscos'. Surtido de mariscos cocidos en un caldo aromatico.",32.55,5
412,Bruschetta de Tomate y Albahaca del Chef,"Una variacion de nuestro plato 'Bruschetta de Tomate y Albahaca'. Pan tostado con tomates frescos, ajo, albahaca y aceite de oliva.",9.13,5
413,Patatas Bravas del Chef,"Una variacion de nuestro plato 'Patatas Bravas'. Papas cortadas en cubos, fritas y servidas con salsa brava picante.",9.33,5
414,Filete Mignon del Chef,"Una variacion de nuestro plato 'Filete Mignon'. Corte de solomillo de res envuelto en tocino, cocinado al termino deseado.",46.43,5
415,Edamame al Vapor del Chef,"Una variacion de nuestro plato 'Edamame al Vapor'. Vainas de soja jovenes hervidas y sazonadas con sal marina.",8.62,5
416,Croquetas de Jamon Serrano del Chef,"Una variacion de nuestro plato 'Croquetas de Jamon Serrano'. Cremosas croquetas rellenas de jamon serrano.",13.91,5
417,Rollitos de Primavera del Chef,"Una variacion de nuestro plato 'Rollitos de Primavera'. Rollos fritos rellenos de vegetales y carne.",10.75,5
418,Sushi Variado (Moriawase) del Chef,"Una variacion de nuestro plato 'Sushi Variado (Moriawase)'. Seleccion de nigiris y makis del chef.",36.37,5
419,Brownie con Helado de Vainilla del Chef,"Una variacion de nuestro plato 'Brownie con Helado de Vainilla'. Pastelito de chocolate denso y caliente, servido con una bola de helado de vainilla.",12.78,5
420,Lomo Saltado del Chef,"Una variacion de nuestro plato 'Lomo Saltado'. Tiras de lomo de res salteadas con cebolla, tomate, papas fritas y servido con arroz.",23.49,5
421,Carpaccio de Res del Chef,"Una variacion de nuestro plato 'Carpaccio de Res'. Finas laminas de carne de res cruda con alcaparras, parmesano y aceite de oliva.",19.16,5
422,Provoleta a la Parrilla del Chef,"Una variacion de nuestro plato 'Provoleta a la Parrilla'. Queso provolone a la parrilla con oregano y un toque de aceite de oliva.",14.39,5
423,Alitas de Pollo BBQ del Chef,"Una variacion de nuestro plato 'Alitas de Pollo BBQ'. Alitas de pollo fritas y banadas en salsa barbacoa.",16.51,5
424,Ensalada Caprese del Chef,"Una variacion de nuestro plato 'Ensalada Caprese'. Rodajas de tomate y mozzarella fresca con hojas de albahaca y aceite balsamico.",15.15,5
425,Cochinillo Asado del Chef,"Una variacion de nuestro plato 'Cochinillo Asado'. Cochinillo tierno y crujiente asado lentamente.",43.07,5
426,Tacos al Pastor del Chef,"Una variacion de nuestro plato 'Tacos al Pastor'. Carne de cerdo marinada cocinada en un trompo, servida en tortillas de maiz con pina.",21.23,5
427,Fettuccine Alfredo con Pollo del Chef,"Una variacion de nuestro plato 'Fettuccine Alfredo con Pollo'. Pasta fettuccine en una rica salsa de crema y queso parmesano con pollo a la parrilla.",20.57,5
428,Tostadas de Tinga de Pollo del Chef,"Una variacion de nuestro plato 'Tostadas de Tinga de Pollo'. Tostadas crujientes con pollo deshebrado en salsa de chipotle.",12.44,5
429,Milanesa a la Napolitana del Chef,"Una variacion de nuestro plato 'Milanesa a la Napolitana'. Filete de res empanizado, cubierto con salsa de tomate, jamon y queso mozzarella.",27.06,5
430,Pescado a la Talla del Chef,"Una variacion de nuestro plato 'Pescado a la Talla'. Pescado entero marinado con adobo rojo y verde, asado a las brasas.",29.18,5
431,Pad Thai del Chef,"Una variacion de nuestro plato 'Pad Thai'. Fideos de arroz salteados con camarones o pollo, tofu, brotes de soja y mani.",19.89,5
432,Satay de Pollo del Chef,"Una variacion de nuestro plato 'Satay de Pollo'. Brochetas de pollo marinado y a la parrilla, servidas con salsa de mani.",13.06,5
433,Ramen de Cerdo (Tonkotsu) del Chef,"Una variacion de nuestro plato 'Ramen de Cerdo (Tonkotsu)'. Sopa de fideos japonesa con caldo de cerdo, chashu, huevo marinado y nori.",25.92,5
434,Pulpo a la Gallega del Chef,"Una variacion de nuestro plato 'Pulpo a la Gallega'. Pulpo cocido con papas, pimenton y aceite de oliva.",27.42,5
435,Risotto de Champinones del Chef,"Una variacion de nuestro plato 'Risotto de Champinones'. Arroz arboreo cremoso cocinado con champinones frescos y parmesano.",26.31,5
436,Guacamole con Totopos del Chef,"Una variacion de nuestro plato 'Guacamole con Totopos'. Aguacate machacado con cebolla, cilantro, tomate y chile, servido con chips de maiz.",10.68,5
437,Costillas de Cerdo en Salsa BBQ del Chef,"Una variacion de nuestro plato 'Costillas de Cerdo en Salsa BBQ'. Costillar de cerdo horneado lentamente y banado en salsa barbacoa.",32.84,5
438,Sopa de Tortilla del Chef,"Una variacion de nuestro plato 'Sopa de Tortilla'. Caldo de tomate con tiras de tortilla frita, aguacate, queso y crema.",13.20,5
439,Goulash Hungaro del Chef,"Una variacion de nuestro plato 'Goulash Hungaro'. Estofado de carne de res con pimenton, servido con noquis o pan.",24.62,5
440,Bife de Chorizo con Chimichurri del Chef,"Una variacion de nuestro plato 'Bife de Chorizo con Chimichurri'. Corte de carne de res a la parrilla servido con salsa chimichurri.",37.62,5
441,Empanadas de Carne del Chef,"Una variacion de nuestro plato 'Empanadas de Carne'. Masa rellena de carne molida sazonada, horneada o frita.",11.33,5
442,Spaghetti alla Carbonara del Chef,"Una variacion de nuestro plato 'Spaghetti alla Carbonara'. Pasta con huevo, queso pecorino, panceta y pimienta negra.",20.73,5
443,Paella Valenciana del Chef,"Una variacion de nuestro plato 'Paella Valenciana'. Arroz con azafran, pollo, conejo, judias verdes y garrofon.",34.07,5
444,Queso Fundido con Chorizo del Chef,"Una variacion de nuestro plato 'Queso Fundido con Chorizo'. Mezcla de quesos derretidos con chorizo, servido con tortillas.",15.15,5
445,Nachos Supremos del Chef,"Una variacion de nuestro plato 'Nachos Supremos'. Totopos cubiertos con queso, frijoles, carne, guacamole, crema y jalapenos.",19.82,5
446,Pato a la Naranja del Chef,"Una variacion de nuestro plato 'Pato a la Naranja'. Pato asado con una salsa agridulce de naranja.",33.80,5
447,Salmon a la Plancha con Verduras del Chef,"Una variacion de nuestro plato 'Salmon a la Plancha con Verduras'. Filete de salmon a la plancha con esparragos y brocoli al vapor.",27.18,5
448,Mole Poblano con Pollo del Chef,"Una variacion de nuestro plato 'Mole Poblano con Pollo'. Piezas de pollo banadas en una compleja salsa de chiles, especias y chocolate.",23.14,5
449,Ceviche de Pescado Clasico del Chef,"Una variacion de nuestro plato 'Ceviche de Pescado Clasico'. Trozos de pescado fresco marinados en jugo de limon con cebolla morada y cilantro.",21.23,5
450,Lasagna Bolognesa del Chef,"Una variacion de nuestro plato 'Lasagna Bolognesa'. Capas de pasta con salsa bolonesa, bechamel y queso parmesano, horneada.",24.08,5
451,Tiramisu del Chef,"Una variacion de nuestro plato 'Tiramisu'. Postre italiano de capas de bizcochos de soletilla mojados en cafe, crema de mascarpone y cacao.",12.44,5
452,Churrasco Brasileno del Chef,"Una variacion de nuestro plato 'Churrasco Brasileno'. Seleccion de carnes a la espada servidas en la mesa.",47.07,5
453,Pollo al Curry con Arroz Basmati del Chef,"Una variacion de nuestro plato 'Pollo al Curry con Arroz Basmati'. Trozos de pollo en una cremosa salsa de curry, servido con arroz basmati.",23.51,5
454,Cazuela de Mariscos del Chef,"Una variacion de nuestro plato 'Cazuela de Mariscos'. Surtido de mariscos cocidos en un caldo aromatico.",32.84,5
455,Bruschetta de Tomate y Albahaca del Chef,"Una variacion de nuestro plato 'Bruschetta de Tomate y Albahaca'. Pan tostado con tomates frescos, ajo, albahaca y aceite de oliva.",9.06,5
456,Patatas Bravas del Chef,"Una variacion de nuestro plato 'Patatas Bravas'. Papas cortadas en cubos, fritas y servidas con salsa brava picante.",9.32,5
457,Filete Mignon del Chef,"Una variacion de nuestro plato 'Filete Mignon'. Corte de solomillo de res envuelto en tocino, cocinado al termino deseado.",46.42,5
458,Edamame al Vapor del Chef,"Una variacion de nuestro plato 'Edamame al Vapor'. Vainas de soja jovenes hervidas y sazonadas con sal marina.",8.64,5
459,Croquetas de Jamon Serrano del Chef,"Una variacion de nuestro plato 'Croquetas de Jamon Serrano'. Cremosas croquetas rellenas de jamon serrano.",13.88,5
460,Rollitos de Primavera del Chef,"Una variacion de nuestro plato 'Rollitos de Primavera'. Rollos fritos rellenos de vegetales y carne.",10.65,5
461,Sushi Variado (Moriawase) del Chef,"Una variacion de nuestro plato 'Sushi Variado (Moriawase)'. Seleccion de nigiris y makis del chef.",36.31,5
462,Brownie con Helado de Vainilla del Chef,"Una variacion de nuestro plato 'Brownie con Helado de Vainilla'. Pastelito de chocolate denso y caliente, servido con una bola de helado de vainilla.",11.77,5
463,Lomo Saltado del Chef,"Una variacion de nuestro plato 'Lomo Saltado'. Tiras de lomo de res salteadas con cebolla, tomate, papas fritas y servido con arroz.",23.18,5
464,Carpaccio de Res del Chef,"Una variacion de nuestro plato 'Carpaccio de Res'. Finas laminas de carne de res cruda con alcaparras, parmesano y aceite de oliva.",18.98,5
465,Provoleta a la Parrilla del Chef,"Una variacion de nuestro plato 'Provoleta a la Parrilla'. Queso provolone a la parrilla con oregano y un toque de aceite de oliva.",14.44,5
466,Alitas de Pollo BBQ del Chef,"Una variacion de nuestro plato 'Alitas de Pollo BBQ'. Alitas de pollo fritas y banadas en salsa barbacoa.",16.63,5
467,Ensalada Caprese del Chef,"Una variacion de nuestro plato 'Ensalada Caprese'. Rodajas de tomate y mozzarella fresca con hojas de albahaca y aceite balsamico.",15.19,5
468,Cochinillo Asado del Chef,"Una variacion de nuestro plato 'Cochinillo Asado'. Cochinillo tierno y crujiente asado lentamente.",43.33,5
469,Tacos al Pastor del Chef,"Una variacion de nuestro plato 'Tacos al Pastor'. Carne de cerdo marinada cocinada en un trompo, servida en tortillas de maiz con pina.",21.13,5
470,Fettuccine Alfredo con Pollo del Chef,"Una variacion de nuestro plato 'Fettuccine Alfredo con Pollo'. Pasta fettuccine en una rica salsa de crema y queso parmesano con pollo a la parrilla.",20.50,5
471,Tostadas de Tinga de Pollo del Chef,"Una variacion de nuestro plato 'Tostadas de Tinga de Pollo'. Tostadas crujientes con pollo deshebrado en salsa de chipotle.",12.42,5
472,Milanesa a la Napolitana del Chef,"Una variacion de nuestro plato 'Milanesa a la Napolitana'. Filete de res empanizado, cubierto con salsa de tomate, jamon y queso mozzarella.",27.06,5
473,Pescado a la Talla del Chef,"Una variacion de nuestro plato 'Pescado a la Talla'. Pescado entero marinado con adobo rojo y verde, asado a las brasas.",29.62,5
474,Pad Thai del Chef,"Una variacion de nuestro plato 'Pad Thai'. Fideos de arroz salteados con camarones o pollo, tofu, brotes de soja y mani.",19.16,5
475,Satay de Pollo del Chef,"Una variacion de nuestro plato 'Satay de Pollo'. Brochetas de pollo marinado y a la parrilla, servidas con salsa de mani.",13.43,5
476,Ramen de Cerdo (Tonkotsu) del Chef,"Una variacion de nuestro plato 'Ramen de Cerdo (Tonkotsu)'. Sopa de fideos japonesa con caldo de cerdo, chashu, huevo marinado y nori.",25.92,5
477,Pulpo a la Gallega del Chef,"Una variacion de nuestro plato 'Pulpo a la Gallega'. Pulpo cocido con papas, pimenton y aceite de oliva.",27.00,5
478,Risotto de Champinones del Chef,"Una variacion de nuestro plato 'Risotto de Champinones'. Arroz arboreo cremoso cocinado con champinones frescos y parmesano.",26.13,5
479,Guacamole con Totopos del Chef,"Una variacion de nuestro plato 'Guacamole con Totopos'. Aguacate machacado con cebolla, cilantro, tomate y chile, servido con chips de maiz.",10.66,5
480,Costillas de Cerdo en Salsa BBQ del Chef,"Una variacion de nuestro plato 'Costillas de Cerdo en Salsa BBQ'. Costillar de cerdo horneado lentamente y banado en salsa barbacoa.",32.22,5
481,Sopa de Tortilla del Chef,"Una variacion de nuestro plato 'Sopa de Tortilla'. Caldo de tomate con tiras de tortilla frita, aguacate, queso y crema.",13.20,5
482,Goulash Hungaro del Chef,"Una variacion de nuestro plato 'Goulash Hungaro'. Estofado de carne de res con pimenton, servido con noquis o pan.",24.18,5
483,Bife de Chorizo con Chimichurri del Chef,"Una variacion de nuestro plato 'Bife de Chorizo con Chimichurri'. Corte de carne de res a la parrilla servido con salsa chimichurri.",37.10,5
484,Empanadas de Carne del Chef,"Una variacion de nuestro plato 'Empanadas de Carne'. Masa rellena de carne molida sazonada, horneada o frita.",11.33,5
485,Spaghetti alla Carbonara del Chef,"Una variacion de nuestro plato 'Spaghetti alla Carbonara'. Pasta con huevo, queso pecorino, panceta y pimienta negra.",20.52,5
486,Paella Valenciana del Chef,"Una variacion de nuestro plato 'Paella Valenciana'. Arroz con azafran, pollo, conejo, judias verdes y garrofon.",34.02,5
487,Queso Fundido con Chorizo del Chef,"Una variacion de nuestro plato 'Queso Fundido con Chorizo'. Mezcla de quesos derretidos con chorizo, servido con tortillas.",15.42,5
488,Nachos Supremos del Chef,"Una variacion de nuestro plato 'Nachos Supremos'. Totopos cubiertos con queso, frijoles, carne, guacamole, crema y jalapenos.",19.82,5
489,Pato a la Naranja del Chef,"Una variacion de nuestro plato 'Pato a la Naranja'. Pato asado con una salsa agridulce de naranja.",33.58,5
490,Salmon a la Plancha con Verduras del Chef,"Una variacion de nuestro plato 'Salmon a la Plancha con Verduras'. Filete de salmon a la plancha con esparragos y brocoli al vapor.",27.08,5
491,Mole Poblano con Pollo del Chef,"Una variacion de nuestro plato 'Mole Poblano con Pollo'. Piezas de pollo banadas en una compleja salsa de chiles, especias y chocolate.",23.14,5
492,Ceviche de Pescado Clasico del Chef,"Una variacion de nuestro plato 'Ceviche de Pisco Clasico'. Trozos de pescado fresco marinados en jugo de limon con cebolla morada y cilantro.",21.16,5
493,Lasagna Bolognesa del Chef,"Una variacion de nuestro plato 'Lasagna Bolognesa'. Capas de pasta con salsa bolonesa, bechamel y queso parmesano, horneada.",24.18,5
494,Tiramisu del Chef,"Una variacion de nuestro plato 'Tiramisu'. Postre italiano de capas de bizcochos de soletilla mojados en cafe, crema de mascarpone y cacao.",12.44,5
495,Churrasco Brasileno del Chef,"Una variacion de nuestro plato 'Churrasco Brasileno'. Seleccion de carnes a la espada servidas en la mesa.",47.07,5
496,Pollo al Curry con Arroz Basmati del Chef,"Una variacion de nuestro plato 'Pollo al Curry con Arroz Basmati'. Trozos de pollo en una cremosa salsa de curry, servido con arroz basmati.",23.97,5
497,Cazuela de Mariscos del Chef,"Una variacion de nuestro plato 'Cazuela de Mariscos'. Surtido de mariscos cocidos en un caldo aromatico.",32.84,5
498,Bruschetta de Tomate y Albahaca del Chef,"Una variacion de nuestro plato 'Bruschetta de Tomate y Albahaca'. Pan tostado con tomates frescos, ajo, albahaca y aceite de oliva.",9.13,5
499,Patatas Bravas del Chef,"Una variacion de nuestro plato 'Patatas Bravas'. Papas cortadas en cubos, fritas y servidas con salsa brava picante.",9.33,5
500,Filete Mignon del Chef,"Una variacion de nuestro plato 'Filete Mignon'. Corte de solomillo de res envuelto en tocino, cocinado al termino deseado.",46.43,5
